0	1
0.0409665	1.02867
0.0819231	1.05732
0.12287	1.08595
0.163807	1.11457
0.204734	1.14317
0.245651	1.17176
0.286559	1.20033
0.327456	1.22888
0.368344	1.25742
0.409222	1.28594
0.45009	1.31445
0.490949	1.34294
0.531797	1.37141
0.572636	1.39987
0.613465	1.42831
0.654284	1.45674
0.695094	1.48515
0.735893	1.51354
0.776683	1.54192
0.817463	1.57029
0.858234	1.59863
0.898994	1.62696
0.939745	1.65528
0.980486	1.68358
1.02122	1.71186
1.06194	1.74013
1.10265	1.76838
1.14335	1.79661
1.18405	1.82483
1.22473	1.85304
1.2654	1.88123
1.30606	1.9094
1.34672	1.93755
1.38736	1.96569
1.42799	1.99382
1.46862	2.02193
1.50923	2.05002
1.54984	2.0781
1.59043	2.10616
1.63102	2.1342
1.67159	2.16223
1.71216	2.19024
1.75272	2.21824
1.79326	2.24622
1.8338	2.27419
1.87433	2.30214
1.91485	2.33007
1.95535	2.35799
1.99585	2.3859
2.03634	2.41378
2.07682	2.44165
2.11729	2.46951
2.15775	2.49735
2.1982	2.52517
2.23864	2.55298
2.27907	2.58077
2.31949	2.60855
2.3599	2.63631
2.40031	2.66406
2.4407	2.69179
2.48108	2.7195
2.52146	2.7472
2.56182	2.77488
2.60217	2.80255
2.64252	2.8302
2.68285	2.85783
2.72318	2.88545
2.76349	2.91305
2.8038	2.94064
2.8441	2.96821
2.88438	2.99577
2.92466	3.02331
2.96493	3.05084
3.00519	3.07835
3.04543	3.10584
3.08567	3.13332
3.1259	3.16078
3.16612	3.18823
3.20633	3.21566
3.24653	3.24307
3.28673	3.27047
3.32691	3.29786
3.36708	3.32523
3.40724	3.35258
3.4474	3.37992
3.48754	3.40724
3.52767	3.43454
3.5678	3.46183
3.60791	3.48911
3.64802	3.51637
3.68812	3.54361
3.7282	3.57084
3.76828	3.59805
3.80835	3.62525
3.84841	3.65243
3.88845	3.67959
3.92849	3.70674
3.96852	3.73388
4.00854	3.761
4.04856	3.7881
4.08856	3.81519
4.12855	3.84226
4.16853	3.86932
4.2085	3.89636
4.24847	3.92338
4.28842	3.95039
4.32837	3.97739
4.3683	4.00437
4.40823	4.03133
4.44814	4.05828
4.48805	4.08521
4.52795	4.11212
4.56784	4.13903
4.60772	4.16591
4.64759	4.19278
4.68745	4.21964
4.7273	4.24648
4.76714	4.2733
4.80697	4.30011
4.84679	4.3269
4.8866	4.35368
4.92641	4.38044
4.9662	4.40718
5.00599	4.43392
5.04576	4.46063
5.08553	4.48733
5.12528	4.51402
5.16503	4.54068
5.20477	4.56734
5.2445	4.59398
5.28422	4.6206
5.32393	4.64721
5.36363	4.6738
5.40332	4.70037
5.443	4.72693
5.48267	4.75348
5.52234	4.78001
5.56199	4.80652
5.60163	4.83302
5.64127	4.85951
5.6809	4.88598
5.72051	4.91243
5.76012	4.93887
5.79972	4.96529
5.83931	4.9917
5.87889	5.01809
5.91846	5.04446
5.95802	5.07082
5.99757	5.09717
6.03711	5.1235
6.07664	5.14981
6.11617	5.17611
6.15568	5.2024
6.19518	5.22867
6.23468	5.25492
6.27417	5.28116
6.31364	5.30738
6.35311	5.33359
6.39257	5.35978
6.43202	5.38596
6.47146	5.41212
6.51089	5.43826
6.55031	5.46439
6.58972	5.49051
6.62913	5.51661
6.66852	5.54269
6.70791	5.56876
6.74728	5.59482
6.78665	5.62086
6.826	5.64688
6.86535	5.67289
6.90469	5.69888
6.94402	5.72486
6.98334	5.75082
7.02265	5.77677
7.06195	5.8027
7.10125	5.82862
7.14053	5.85452
7.1798	5.88041
7.21907	5.90628
7.25832	5.93213
7.29757	5.95797
7.33681	5.9838
7.37604	6.00961
7.41525	6.0354
7.45446	6.06118
7.49366	6.08695
7.53286	6.1127
7.57204	6.13843
7.61121	6.16415
7.65038	6.18986
7.68953	6.21554
7.72868	6.24122
7.76781	6.26688
7.80694	6.29252
7.84606	6.31815
7.88517	6.34376
7.92427	6.36936
7.96336	6.39494
8.00244	6.42051
8.04151	6.44606
8.08058	6.47159
8.11963	6.49712
8.15867	6.52262
8.19771	6.54811
8.23674	6.57359
8.27576	6.59905
8.31476	6.6245
8.35376	6.64993
8.39275	6.67534
8.43174	6.70074
8.47071	6.72613
8.50967	6.7515
8.54863	6.77685
8.58757	6.80219
8.62651	6.82752
8.66543	6.85283
8.70435	6.87812
8.74326	6.9034
8.78216	6.92867
8.82105	6.95392
8.85993	6.97915
8.8988	7.00437
8.93767	7.02958
8.97652	7.05477
9.01537	7.07994
9.0542	7.1051
9.09303	7.13024
9.13185	7.15537
9.17066	7.18049
9.20946	7.20559
9.24825	7.23067
9.28703	7.25574
9.32581	7.28079
9.36457	7.30583
9.40332	7.33086
9.44207	7.35586
9.48081	7.38086
9.51954	7.40584
9.55825	7.4308
9.59696	7.45575
9.63566	7.48068
9.67436	7.5056
9.71304	7.53051
9.75171	7.55539
9.79038	7.58027
9.82903	7.60513
9.86768	7.62997
9.90632	7.6548
9.94495	7.67961
9.98357	7.70441
10.0222	7.7292
10.0608	7.75396
10.0994	7.77872
10.138	7.80346
10.1765	7.82818
10.2151	7.85289
10.2537	7.87759
10.2922	7.90226
10.3307	7.92693
10.3693	7.95158
10.4078	7.97621
10.4463	8.00083
10.4848	8.02544
10.5233	8.05003
10.5618	8.0746
10.6003	8.09916
10.6387	8.12371
10.6772	8.14824
10.7156	8.17275
10.7541	8.19725
10.7925	8.22174
10.8309	8.24621
10.8694	8.27066
10.9078	8.2951
10.9462	8.31953
10.9845	8.34394
11.0229	8.36834
11.0613	8.39272
11.0997	8.41708
11.138	8.44143
11.1763	8.46577
11.2147	8.49009
11.253	8.5144
11.2913	8.53869
11.3296	8.56297
11.3679	8.58723
11.4062	8.61148
11.4445	8.63571
11.4828	8.65993
11.521	8.68413
11.5593	8.70832
11.5975	8.73249
11.6358	8.75665
11.674	8.7808
11.7122	8.80493
11.7504	8.82904
11.7886	8.85314
11.8268	8.87722
11.865	8.90129
11.9032	8.92535
11.9413	8.94939
11.9795	8.97341
12.0177	8.99742
12.0558	9.02142
12.0939	9.0454
12.132	9.06937
12.1702	9.09332
12.2083	9.11726
12.2464	9.14118
12.2844	9.16509
12.3225	9.18898
12.3606	9.21286
12.3986	9.23672
12.4367	9.26057
12.4747	9.2844
12.5128	9.30822
12.5508	9.33202
12.5888	9.35581
12.6268	9.37959
12.6648	9.40335
12.7028	9.42709
12.7408	9.45082
12.7788	9.47454
12.8167	9.49824
12.8547	9.52193
12.8926	9.5456
12.9306	9.56925
12.9685	9.5929
13.0064	9.61652
13.0443	9.64014
13.0822	9.66374
13.1201	9.68732
13.158	9.71089
13.1959	9.73444
13.2337	9.75798
13.2716	9.78151
13.3094	9.80502
13.3473	9.82851
13.3851	9.85199
13.4229	9.87546
13.4607	9.89891
13.4986	9.92235
13.5364	9.94577
13.5741	9.96918
13.6119	9.99257
13.6497	10.0159
13.6875	10.0393
13.7252	10.0627
13.7629	10.086
13.8007	10.1093
13.8384	10.1326
13.8761	10.1559
13.9138	10.1792
13.9515	10.2024
13.9892	10.2257
14.0269	10.2489
14.0646	10.2721
14.1023	10.2953
14.1399	10.3185
14.1776	10.3417
14.2152	10.3649
14.2528	10.388
14.2905	10.4111
14.3281	10.4343
14.3657	10.4574
14.4033	10.4804
